iter	Passed	Remaining
1675	11576	9145
1676	11582	9137
1677	11588	9129
1678	11595	9123
1679	11601	9115
1680	11610	9110
1681	11618	9104
1682	11624	9096
1683	11631	9089
1684	11638	9082
1685	11645	9075
1686	11652	9068
1687	11659	9062
1688	11666	9055
1689	11672	9047
1690	11678	9040
1691	11684	9032
1692	11692	9026
1693	11698	9019
1694	11704	9011
1695	11711	9004
1696	11716	8996
1697	11722	8988
1698	11730	8982
1699	11736	8974
1700	11743	8968
1701	11750	8961
1702	11758	8955
1703	11765	8948
1704	11772	8941
1705	11778	8934
1706	11785	8927
1707	11791	8919
1708	11799	8913
1709	11808	8908
1710	11816	8902
1711	11823	8895
1712	11830	8888
1713	11837	8881
1714	11844	8875
1715	11851	8868
1716	11857	8860
1717	11864	8853
1718	11870	8846
1719	11877	8839
1720	11884	8832
1721	11892	8825
1722	11898	8818
1723	11904	8810
1724	11911	8804
1725	11919	8797
1726	11926	8790
1727	11932	8783
1728	11938	8776
1729	11944	8768
1730	11951	8761
1731	11957	8754
1732	11964	8747
1733	11970	8739
1734	11976	8732
1735	11983	8725
1736	11989	8717
1737	11996	8711
1738	12002	8703
1739	12009	8696
1740	12016	8689
1741	12022	8682
1742	12030	8676
1743	12038	8670
1744	12046	8663
1745	12053	8656
1746	12060	8650
1747	12066	8642
1748	12072	8634
1749	12078	8627
1750	12084	8620
1751	12091	8613
1752	12097	8605
1753	12103	8598
1754	12110	8591
1755	12116	8583
1756	12123	8576
1757	12129	8569
1758	12137	8563
1759	12143	8555
1760	12149	8548
1761	12156	8540
1762	12163	8534
1763	12169	8527
1764	12177	8520
1765	12183	8513
1766	12189	8505
1767	12195	8498
1768	12202	8491
1769	12210	8485
1770	12217	8478
1771	12224	8471
1772	12231	8464
1773	12239	8458
1774	12245	8451
1775	12251	8443
1776	12257	8436
1777	12264	8429
1778	12269	8421
1779	12276	8414
1780	12282	8407
1781	12289	8399
1782	12296	8393
1783	12302	8385
1784	12309	8378
1785	12316	8371
1786	12323	8365
1787	12329	8357
1788	12337	8351
1789	12343	8343
1790	12351	8337
1791	12358	8330
1792	12364	8323
1793	12370	8316
1794	12377	8309
1795	12383	8301
1796	12390	8294
1797	12397	8287
1798	12404	8280
1799	12410	8273
1800	12417	8266
1801	12425	8260
1802	12432	8254
1803	12439	8247
1804	12446	8240
1805	12453	8233
1806	12460	8226
1807	12467	8219
1808	12473	8212
1809	12482	8206
1810	12489	8199
1811	12496	8192
1812	12503	8186
1813	12510	8179
1814	12516	8172
1815	12523	8165
1816	12529	8157
1817	12537	8151
1818	12544	8144
1819	12551	8137
1820	12557	8130
1821	12564	8123
1822	12573	8117
1823	12580	8111
1824	12586	8103
1825	12592	8096
1826	12598	8088
1827	12606	8082
1828	12613	8075
1829	12618	8067
1830	12625	8061
1831	12631	8053
1832	12638	8046
1833	12645	8039
1834	12651	8032
1835	12659	8025
1836	12667	8019
1837	12673	8012
1838	12680	8005
1839	12686	7998
1840	12693	7990
1841	12700	7984
1842	12707	7977
1843	12714	7970
1844	12721	7963
1845	12727	7956
1846	12733	7949
1847	12740	7941
1848	12747	7935
1849	12754	7928
1850	12761	7921
1851	12767	7914
1852	12774	7907
1853	12781	7900
1854	12787	7893
1855	12794	7886
1856	12800	7878
1857	12806	7871
1858	12812	7864
1859	12819	7857
1860	12826	7850
1861	12832	7842
1862	12838	7835
1863	12845	7828
1864	12851	7821
1865	12858	7814
1866	12864	7807
1867	12871	7799
1868	12876	7792
1869	12883	7785
1870	12889	7778
1871	12896	7771
1872	12903	7764
1873	12910	7757
1874	12917	7750
1875	12924	7743
1876	12930	7736
1877	12936	7728
1878	12942	7721
1879	12950	7715
1880	12957	7708
1881	12963	7700
1882	12969	7693
1883	12975	7686
1884	12981	7678
1885	12989	7672
1886	12994	7664
1887	13001	7657
1888	13007	7650
1889	13013	7643
1890	13020	7636
1891	13027	7629
1892	13033	7621
1893	13040	7614
1894	13047	7607
1895	13053	7600
1896	13060	7593
1897	13068	7587
1898	13074	7580
1899	13082	7573
1900	13088	7566
1901	13094	7559
1902	13101	7552
1903	13108	7545
1904	13115	7538
1905	13121	7531
1906	13128	7524
1907	13134	7517
1908	13141	7510
1909	13147	7502
1910	13153	7495
1911	13159	7488
1912	13165	7481
1913	13173	7474
1914	13178	7466
1915	13185	7459
1916	13191	7452
1917	13197	7445
1918	13204	7438
1919	13210	7430
1920	13216	7423
1921	13222	7416
1922	13228	7408
1923	13235	7401
1924	13242	7394
1925	13248	7387
1926	13254	7380
1927	13261	7373
1928	13267	7366
1929	13273	7358
1930	13279	7351
1931	13285	7344
1932	13291	7336
1933	13297	7329
1934	13303	7322
1935	13310	7315
1936	13316	7307
1937	13322	7300
1938	13329	7293
1939	13335	7286
1940	13343	7280
1941	13350	7273
1942	13357	7266
1943	13363	7258
1944	13369	7251
1945	13375	7244
1946	13382	7237
1947	13389	7230
1948	13394	7223
1949	13401	7216
1950	13407	7208
1951	13413	7201
1952	13419	7194
1953	13425	7187
1954	13432	7179
1955	13440	7173
1956	13446	7166
1957	13452	7158
1958	13459	7152
1959	13465	7144
1960	13470	7137
1961	13477	7130
1962	13485	7123
1963	13491	7116
1964	13498	7109
1965	13505	7103
1966	13512	7096
1967	13519	7089
1968	13526	7082
1969	13532	7075
1970	13540	7068
1971	13546	7061
1972	13552	7054
1973	13558	7047
1974	13565	7040
1975	13574	7034
1976	13583	7028
1977	13589	7021
1978	13596	7014
1979	13603	7007
1980	13610	7001
1981	13617	6994
1982	13623	6986
1983	13630	6979
1984	13636	6973
1985	13644	6966
1986	13650	6959
1987	13657	6952
1988	13663	6945
1989	13671	6938
1990	13678	6932
1991	13686	6925
1992	13693	6918
1993	13701	6912
1994	13707	6905
1995	13714	6898
1996	13720	6891
1997	13727	6884
1998	13734	6877
1999	13740	6870
2000	13747	6863
2001	13753	6856
2002	13759	6849
2003	13766	6842
2004	13772	6834
2005	13779	6828
2006	13786	6821
2007	13793	6814
2008	13800	6807
2009	13806	6800
2010	13813	6793
2011	13819	6785
2012	13826	6779
2013	13833	6772
2014	13839	6765
2015	13845	6758
2016	13853	6751
2017	13860	6744
2018	13866	6737
2019	13873	6730
2020	13880	6723
2021	13887	6716
2022	13893	6709
2023	13899	6702
2024	13907	6696
2025	13916	6690
2026	13922	6683
2027	13929	6676
2028	13937	6669
2029	13944	6662
2030	13952	6656
2031	13959	6649
2032	13965	6642
2033	13971	6635
2034	13978	6628
2035	13984	6621
2036	13990	6614
2037	13997	6607
2038	14003	6600
2039	14009	6592
2040	14016	6585
2041	14024	6579
2042	14031	6572
2043	14037	6565
2044	14044	6558
2045	14051	6552
2046	14059	6545
2047	14065	6538
2048	14072	6531
2049	14079	6524
2050	14087	6518
2051	14095	6511
2052	14100	6504
2053	14107	6497
2054	14113	6490
2055	14121	6483
2056	14127	6476
2057	14134	6469
2058	14140	6462
2059	14148	6456
2060	14156	6449
2061	14163	6442
2062	14171	6436
2063	14179	6430
2064	14186	6423
2065	14194	6416
2066	14201	6410
2067	14209	6403
2068	14218	6397
2069	14227	6392
2070	14236	6386
2071	14248	6381
2072	14256	6375
2073	14263	6368
2074	14270	6361
2075	14278	6355
2076	14286	6348
2077	14295	6342
2078	14302	6336
2079	14310	6329
2080	14317	6322
2081	14325	6316
2082	14333	6310
2083	14343	6304
2084	14349	6297
2085	14356	6290
2086	14364	6283
2087	14370	6276
2088	14378	6270
2089	14384	6263
2090	14392	6256
2091	14402	6251
2092	14410	6244
2093	14416	6237
2094	14424	6231
2095	14432	6224
2096	14439	6217
2097	14447	6211
2098	14455	6205
2099	14462	6198
2100	14470	6191
2101	14476	6184
2102	14484	6177
2103	14493	6172
2104	14502	6166
2105	14511	6159
2106	14519	6153
2107	14530	6148
2108	14540	6143
2109	14549	6136
2110	14557	6130
2111	14572	6126
2112	14583	6122
2113	14592	6115
2114	14601	6109
2115	14611	6104
2116	14618	6097
2117	14625	6090
2118	14632	6083
2119	14639	6076
2120	14647	6070
2121	14654	6063
2122	14660	6056
2123	14666	6048
2124	14672	6041
2125	14679	6034
2126	14686	6027
2127	14691	6020
2128	14697	6013
2129	14704	6006
2130	14712	5999
2131	14719	5992
2132	14726	5985
2133	14732	5978
2134	14739	5971
2135	14746	5964
2136	14752	5957
2137	14758	5950
2138	14766	5943
2139	14773	5937
2140	14781	5930
2141	14788	5923
2142	14796	5917
2143	14802	5909
2144	14808	5902
2145	14817	5896
2146	14822	5889
2147	14829	5881
2148	14835	5874
2149	14841	5867
2150	14849	5861
2151	14857	5854
2152	14863	5847
2153	14869	5839
2154	14875	5832
2155	14881	5825
2156	14889	5818
2157	14894	5811
2158	14901	5804
2159	14907	5797
2160	14913	5790
2161	14921	5783
2162	14927	5776
2163	14933	5768
2164	14938	5761
2165	14945	5754
2166	14951	5747
2167	14957	5740
2168	14962	5732
2169	14969	5725
2170	14975	5718
2171	14982	5711
2172	14988	5704
2173	14994	5697
2174	15001	5690
2175	15007	5683
2176	15014	5676
2177	15021	5669
2178	15027	5661
2179	15033	5654
2180	15040	5647
2181	15047	5640
2182	15053	5633
2183	15059	5626
2184	15066	5619
2185	15072	5612
2186	15079	5605
2187	15086	5598
2188	15093	5592
2189	15100	5585
2190	15105	5577
2191	15111	5570
2192	15118	5563
2193	15123	5555
2194	15129	5548
2195	15136	5541
2196	15142	5534
2197	15150	5528
2198	15157	5521
2199	15164	5514
2200	15169	5506
2201	15175	5499
2202	15181	5492
2203	15188	5485
2204	15194	5478
2205	15202	5471
2206	15210	5465
2207	15217	5458
2208	15224	5451
2209	15230	5444
2210	15236	5437
2211	15242	5429
2212	15249	5423
2213	15255	5415
2214	15262	5409
2215	15269	5402
2216	15275	5395
2217	15281	5387
2218	15287	5380
2219	15294	5373
2220	15302	5367
2221	15309	5360
2222	15316	5353
2223	15322	5346
2224	15329	5339
2225	15335	5332
2226	15342	5325
2227	15349	5318
2228	15355	5311
2229	15361	5304
2230	15367	5297
2231	15373	5289
2232	15379	5282
2233	15385	5275
2234	15392	5268
2235	15398	5261
2236	15405	5254
2237	15410	5247
2238	15417	5240
2239	15423	5233
2240	15431	5226
2241	15438	5219
2242	15444	5212
2243	15450	5205
2244	15457	5198
2245	15462	5190
2246	15469	5183
2247	15476	5177
2248	15482	5169
2249	15488	5162
2250	15496	5156
2251	15502	5149
2252	15509	5142
2253	15515	5135
2254	15522	5128
2255	15527	5120
2256	15534	5113
2257	15539	5106
2258	15547	5099
2259	15553	5092
2260	15560	5085
2261	15566	5078
2262	15572	5071
2263	15579	5064
2264	15585	5057
2265	15592	5050
2266	15598	5043
2267	15605	5036
2268	15614	5030
2269	15622	5023
2270	15631	5017
2271	15639	5011
2272	15645	5004
2273	15652	4997
2274	15659	4990
2275	15666	4983
2276	15673	4976
2277	15679	4969
2278	15685	4962
2279	15691	4955
2280	15699	4948
2281	15705	4941
2282	15713	4934
2283	15718	4927
2284	15724	4920
2285	15730	4913
2286	15736	4906
2287	15744	4899
2288	15751	4892
2289	15759	4886
2290	15765	4878
2291	15770	4871
2292	15777	4864
2293	15783	4857
2294	15790	4850
2295	15796	4843
2296	15802	4836
2297	15809	4829
2298	15815	4822
2299	15822	4815
2300	15828	4808
2301	15835	4801
2302	15840	4794
2303	15847	4787
2304	15853	4780
2305	15860	4773
2306	15866	4766
2307	15872	4759
2308	15878	4751
2309	15886	4745
2310	15892	4738
2311	15899	4731
2312	15904	4723
2313	15912	4717
2314	15919	4710
2315	15925	4703
2316	15932	4696
2317	15939	4689
2318	15946	4682
2319	15953	4675
2320	15960	4669
2321	15967	4662
2322	15974	4655
2323	15981	4648
2324	15988	4641
2325	15995	4634
2326	16001	4627
2327	16010	4621
2328	16015	4614
2329	16021	4607
2330	16028	4600
2331	16036	4593
2332	16042	4586
2333	16049	4579
2334	16056	4572
2335	16062	4565
2336	16069	4558
2337	16076	4552
2338	16084	4545
2339	16090	4538
2340	16097	4531
2341	16103	4524
2342	16109	4517
2343	16116	4510
2344	16122	4503
2345	16129	4496
2346	16136	4489
2347	16142	4482
2348	16148	4475
2349	16155	4468
2350	16162	4461
2351	16170	4455
2352	16179	4448
2353	16187	4442
2354	16193	4435
2355	16201	4428
2356	16208	4421
2357	16214	4414
2358	16221	4407
2359	16227	4400
2360	16233	4393
2361	16240	4386
2362	16247	4379
2363	16253	4372
2364	16260	4365
2365	16266	4358
2366	16273	4351
2367	16281	4345
2368	16287	4338
2369	16294	4331
2370	16301	4324
2371	16306	4317
2372	16314	4310
2373	16322	4304
2374	16329	4297
2375	16335	4290
2376	16342	4283
2377	16348	4276
2378	16355	4269
2379	16361	4262
2380	16367	4255
2381	16374	4248
2382	16380	4241
2383	16387	4234
2384	16394	4227
2385	16400	4220
2386	16407	4213
2387	16413	4206
2388	16420	4199
2389	16427	4192
2390	16434	4185
2391	16439	4178
2392	16447	4171
2393	16453	4164
2394	16459	4157
2395	16466	4150
2396	16472	4143
2397	16479	4137
2398	16486	4130
2399	16492	4123
2400	16499	4116
2401	16505	4109
2402	16511	4102
2403	16518	4095
2404	16525	4088
2405	16531	4081
2406	16536	4074
2407	16543	4067
2408	16549	4060
2409	16557	4053
2410	16563	4046
2411	16570	4039
2412	16577	4032
2413	16583	4025
2414	16590	4018
2415	16597	4011
2416	16604	4005
2417	16611	3998
2418	16617	3991
2419	16623	3984
2420	16630	3977
2421	16636	3970
2422	16644	3963
2423	16652	3956
2424	16658	3950
2425	16665	3943
2426	16672	3936
2427	16678	3929
2428	16684	3922
2429	16691	3915
2430	16698	3908
2431	16705	3901
2432	16712	3894
2433	16718	3887
2434	16725	3880
2435	16732	3874
2436	16739	3867
2437	16746	3860
2438	16754	3853
2439	16761	3846
2440	16768	3840
2441	16775	3833
2442	16783	3826
2443	16791	3820
2444	16798	3813
2445	16804	3806
2446	16811	3799
2447	16817	3792
2448	16825	3785
2449	16832	3778
2450	16839	3771
2451	16846	3765
2452	16855	3758
2453	16862	3751
2454	16870	3745
2455	16878	3738
2456	16886	3731
2457	16892	3724
2458	16899	3718
2459	16906	3711
2460	16913	3704
2461	16920	3697
2462	16926	3690
2463	16934	3683
2464	16940	3676
2465	16947	3669
2466	16954	3663
2467	16961	3656
2468	16968	3649
2469	16975	3642
2470	16982	3635
2471	16988	3628
2472	16995	3621
2473	17002	3614
2474	17008	3607
2475	17014	3600
2476	17022	3594
2477	17029	3587
2478	17036	3580
2479	17042	3573
2480	17049	3566
2481	17056	3559
2482	17062	3552
2483	17069	3545
2484	17076	3538
2485	17084	3532
2486	17090	3525
2487	17096	3518
2488	17103	3511
2489	17110	3504
2490	17118	3497
2491	17126	3491
2492	17133	3484
2493	17139	3477
2494	17147	3470
2495	17154	3463
2496	17161	3457
2497	17169	3450
2498	17175	3443
2499	17183	3436
2500	17191	3430
2501	17198	3423
2502	17205	3416
2503	17212	3409
2504	17219	3402
2505	17226	3395
2506	17233	3388
2507	17242	3382
2508	17250	3375
2509	17256	3368
2510	17264	3362
2511	17271	3355
2512	17277	3348
2513	17284	3341
2514	17290	3334
2515	17296	3327
2516	17302	3320
2517	17309	3313
2518	17316	3306
2519	17323	3299
2520	17329	3292
2521	17335	3285
2522	17341	3278
2523	17348	3271
2524	17356	3265
2525	17363	3258
2526	17370	3251
2527	17376	3244
2528	17383	3237
2529	17390	3230
2530	17396	3223
2531	17402	3216
2532	17410	3209
2533	17417	3203
2534	17424	3196
2535	17430	3189
2536	17436	3182
2537	17443	3175
2538	17449	3168
2539	17456	3161
2540	17463	3154
2541	17470	3147
2542	17478	3140
2543	17484	3134
2544	17492	3127
2545	17499	3120
2546	17505	3113
2547	17512	3106
2548	17519	3099
2549	17526	3092
2550	17532	3085
2551	17539	3079
2552	17545	3072
2553	17553	3065
2554	17560	3058
2555	17568	3051
2556	17576	3045
2557	17583	3038
2558	17589	3031
2559	17595	3024
2560	17601	3017
2561	17608	3010
2562	17615	3003
2563	17622	2996
2564	17628	2989
2565	17635	2982
2566	17643	2976
2567	17650	2969
2568	17658	2962
2569	17666	2955
2570	17673	2949
2571	17681	2942
2572	17690	2935
2573	17698	2929
2574	17705	2922
2575	17710	2915
2576	17718	2908
2577	17725	2901
2578	17732	2894
2579	17739	2887
2580	17747	2881
2581	17754	2874
2582	17760	2867
2583	17767	2860
2584	17775	2853
2585	17782	2846
2586	17789	2840
2587	17797	2833
2588	17805	2826
2589	17812	2819
2590	17819	2812
2591	17826	2806
2592	17832	2799
2593	17839	2792
2594	17847	2785
2595	17853	2778
2596	17860	2771
2597	17868	2764
2598	17875	2757
2599	17882	2751
2600	17888	2744
2601	17894	2737
2602	17901	2730
2603	17907	2723
2604	17913	2716
2605	17919	2709
2606	17925	2702
2607	17931	2695
2608	17937	2688
2609	17947	2681
2610	17954	2675
2611	17961	2668
2612	17968	2661
2613	17975	2654
2614	17982	2647
2615	17988	2640
2616	17995	2633
2617	18002	2626
2618	18008	2619
2619	18013	2612
2620	18020	2605
2621	18027	2598
2622	18033	2591
2623	18040	2585
2624	18046	2578
2625	18054	2571
2626	18060	2564
2627	18067	2557
2628	18073	2550
2629	18080	2543
2630	18087	2536
2631	18093	2529
2632	18100	2522
2633	18107	2516
2634	18114	2509
2635	18121	2502
2636	18129	2495
2637	18137	2488
2638	18144	2482
2639	18151	2475
2640	18158	2468
2641	18166	2461
2642	18173	2454
2643	18181	2448
2644	18187	2441
2645	18194	2434
2646	18201	2427
2647	18208	2420
2648	18214	2413
2649	18219	2406
2650	18226	2399
2651	18233	2392
2652	18240	2385
2653	18246	2378
2654	18253	2371
2655	18261	2365
2656	18268	2358
2657	18274	2351
2658	18281	2344
2659	18287	2337
2660	18294	2330
2661	18300	2323
2662	18307	2316
2663	18314	2309
2664	18321	2303
2665	18329	2296
2666	18337	2289
2667	18343	2282
2668	18350	2275
2669	18357	2268
2670	18363	2261
2671	18371	2255
2672	18377	2248
2673	18384	2241
2674	18391	2234
2675	18399	2227
2676	18406	2220
2677	18412	2213
2678	18419	2206
2679	18426	2200
2680	18432	2193
2681	18440	2186
2682	18447	2179
2683	18452	2172
2684	18458	2165
2685	18466	2158
2686	18473	2151
2687	18480	2145
2688	18486	2138
2689	18493	2131
2690	18500	2124
2691	18508	2117
2692	18514	2110
2693	18522	2103
2694	18529	2097
2695	18535	2090
2696	18541	2083
2697	18547	2076
2698	18554	2069
2699	18560	2062
2700	18567	2055
2701	18573	2048
2702	18580	2041
2703	18587	2034
2704	18595	2027
2705	18601	2021
2706	18610	2014
2707	18616	2007
2708	18623	2000
2709	18629	1993
2710	18637	1986
2711	18644	1979
2712	18650	1973
2713	18658	1966
2714	18664	1959
2715	18672	1952
2716	18679	1945
2717	18686	1938
2718	18693	1931
2719	18700	1925
2720	18707	1918
2721	18714	1911
2722	18720	1904
2723	18728	1897
2724	18737	1890
2725	18743	1884
2726	18751	1877
2727	18759	1870
2728	18766	1863
2729	18775	1856
2730	18781	1849
2731	18788	1843
2732	18795	1836
2733	18802	1829
2734	18809	1822
2735	18815	1815
2736	18821	1808
2737	18828	1801
2738	18835	1794
2739	18841	1787
2740	18849	1781
2741	18857	1774
2742	18865	1767
2743	18872	1760
2744	18878	1753
2745	18885	1746
2746	18892	1740
2747	18900	1733
2748	18908	1726
2749	18916	1719
2750	18925	1712
2751	18934	1706
2752	18942	1699
2753	18950	1692
2754	18957	1685
2755	18965	1679
2756	18972	1672
2757	18980	1665
2758	18987	1658
2759	18994	1651
2760	19001	1644
2761	19009	1638
2762	19016	1631
2763	19024	1624
2764	19031	1617
2765	19039	1610
2766	19046	1603
2767	19052	1596
2768	19060	1590
2769	19067	1583
2770	19075	1576
2771	19083	1569
2772	19090	1562
2773	19097	1555
2774	19105	1549
2775	19112	1542
2776	19119	1535
2777	19126	1528
2778	19134	1521
2779	19142	1514
2780	19149	1507
2781	19156	1501
2782	19162	1494
2783	19169	1487
2784	19175	1480
2785	19182	1473
2786	19190	1466
2787	19197	1459
2788	19205	1452
2789	19212	1446
2790	19219	1439
2791	19227	1432
2792	19235	1425
2793	19243	1418
2794	19249	1411
2795	19258	1405
2796	19267	1398
2797	19275	1391
2798	19282	1384
2799	19289	1377
2800	19296	1370
2801	19303	1364
2802	19311	1357
2803	19318	1350
2804	19325	1343
2805	19331	1336
2806	19338	1329
2807	19345	1322
2808	19353	1315
2809	19360	1309
2810	19368	1302
2811	19374	1295
2812	19382	1288
2813	19390	1281
2814	19397	1274
2815	19404	1267
2816	19413	1261
2817	19421	1254
2818	19430	1247
2819	19438	1240
2820	19446	1233
2821	19454	1227
2822	19461	1220
2823	19468	1213
2824	19474	1206
2825	19483	1199
2826	19491	1192
2827	19498	1185
2828	19505	1179
2829	19515	1172
2830	19524	1165
2831	19532	1158
2832	19540	1151
2833	19547	1144
2834	19555	1138
2835	19561	1131
2836	19567	1124
2837	19573	1117
2838	19580	1110
2839	19588	1103
2840	19594	1096
2841	19602	1089
2842	19608	1082
2843	19614	1075
2844	19620	1068
2845	19628	1062
2846	19634	1055
2847	19641	1048
2848	19649	1041
2849	19655	1034
2850	19662	1027
2851	19669	1020
2852	19677	1013
2853	19684	1007
2854	19691	1000
2855	19698	993
2856	19704	986
2857	19710	979
2858	19716	972
2859	19723	965
2860	19730	958
2861	19737	951
2862	19744	944
2863	19751	937
2864	19759	931
2865	19765	924
2866	19773	917
2867	19780	910
2868	19788	903
2869	19795	896
2870	19802	889
2871	19809	882
2872	19816	875
2873	19822	869
2874	19828	862
2875	19836	855
2876	19842	848
2877	19849	841
2878	19858	834
2879	19865	827
2880	19873	820
2881	19880	813
2882	19886	807
2883	19893	800
2884	19899	793
2885	19906	786
2886	19912	779
2887	19919	772
2888	19926	765
2889	19934	758
2890	19942	751
2891	19950	745
2892	19958	738
2893	19965	731
2894	19972	724
2895	19977	717
2896	19984	710
2897	19991	703
2898	19998	696
2899	20006	689
2900	20013	682
2901	20020	676
2902	20026	669
2903	20033	662
2904	20040	655
2905	20047	648
2906	20053	641
2907	20062	634
2908	20069	627
2909	20075	620
2910	20082	613
2911	20089	607
2912	20096	600
2913	20102	593
2914	20109	586
2915	20116	579
2916	20123	572
2917	20130	565
2918	20136	558
2919	20142	551
2920	20150	544
2921	20157	538
2922	20165	531
2923	20173	524
2924	20180	517
2925	20188	510
2926	20194	503
2927	20201	496
2928	20208	489
2929	20215	482
2930	20223	476
2931	20230	469
2932	20238	462
2933	20246	455
2934	20253	448
2935	20260	441
2936	20268	434
2937	20274	427
2938	20282	420
2939	20288	414
2940	20295	407
2941	20303	400
2942	20309	393
2943	20317	386
2944	20323	379
2945	20329	372
2946	20337	365
2947	20344	358
2948	20351	351
2949	20359	345
2950	20367	338
2951	20373	331
2952	20381	324
2953	20389	317
2954	20396	310
2955	20403	303
2956	20409	296
2957	20415	289
2958	20423	282
2959	20430	276
2960	20438	269
2961	20445	262
2962	20455	255
2963	20463	248
2964	20469	241
2965	20476	234
2966	20484	227
2967	20491	220
2968	20498	214
2969	20504	207
2970	20511	200
2971	20520	193
2972	20528	186
2973	20535	179
2974	20542	172
2975	20549	165
2976	20556	158
2977	20563	151
2978	20572	145
2979	20579	138
2980	20586	131
2981	20593	124
2982	20599	117
2983	20607	110
2984	20614	103
2985	20622	96
2986	20630	89
2987	20637	82
2988	20644	75
2989	20651	69
2990	20658	62
2991	20664	55
2992	20671	48
2993	20678	41
2994	20685	34
2995	20692	27
2996	20699	20
2997	20708	13
2998	20716	6
2999	20723	0
